ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2023-09-03,26,53903,643,Employed,Associate,8,89322,84,Single,2,Rent,812,0.281,12,5,0.181,0,Other,0,6,5,31727,471,260125,148454,4491,0.915,8,111671,0.0514,0.0797,1390.86,0.49,0,16.15
2024-06-14,54,75283,727,Employed,High School,35,154763,120,Single,1,Rent,1461,0.564,1,1,0.233,0,Education,0,38,22,53219,22481,197317,232819,6273,0.876,8,-35502,0.0502,0.0618,1732.21,0.509,1,89.87
2024-01-27,37,104867,711,Unemployed,Bachelor,15,93425,84,Single,5,Rent,2480,0.407,3,2,0.284,0,Debt Consolidation,0,6,13,22081,18996,174701,70336,8738,0.722,15,104365,0.0383,0.0548,1341.63,0.437,1,94.87
2024-09-09,57,26038,662,Self-Employed,Associate,34,34233,60,Single,0,Mortgage,943,0.114,5,3,0.435,0,Home,0,33,11,22821,1327,88587,41036,2169,0.736,4,47551,0.0386,0.0748,685.63,0.751,0,40.48
2023-03-13,47,130795,638,Employed,High School,26,276888,48,Single,3,Mortgage,2607,0.369,12,2,0.239,0,Home,0,47,15,66184,22326,415722,504495,10899,0.557,6,-88773,0.0574,0.0898,6887.74,0.871,1,59.62
2024-03-08,70,46901,673,Employed,Bachelor,49,77930,24,Single,0,Mortgage,1815,0.164,0,2,0.464,1,Other,1,47,44,22315,9791,244721,59394,3908,0.803,18,185327,0.0321,0.067,3478.54,1.354,0,2.21
2023-03-22,43,86026,605,Employed,Associate,20,143563,12,Married,0,Rent,2745,0.274,6,2,0.383,0,Auto,0,48,23,13940,14293,251811,270214,7168,0.704,20,-18403,0.0501,0.098,12608.12,2.142,0,32.29
2023-05-27,35,37467,567,Self-Employed,Bachelor,17,49629,120,Married,5,Own,1290,0.467,12,0,0.413,0,Education,0,12,11,28000,10253,79800,55574,3122,0.747,13,24226,0.0437,0.1026,663.02,0.626,0,0.49
2024-11-28,52,24211,558,Self-Employed,High School,32,12524,12,Single,2,Mortgage,1059,0.073,15,2,0.525,0,Auto,0,35,22,664,6618,87054,14158,2017,0.84,19,72896,0.0473,0.1141,1109.29,1.075,0,0.4
2023-10-07,56,28100,650,Self-Employed,High School,37,30464,24,Married,3,Other,542,0.428,10,2,0.231,0,Auto,0,14,22,4244,2550,42790,14981,2341,0.885,5,27809,0.0454,0.0744,1370.04,0.817,0,12.46
2024-02-07,43,45913,582,Employed,Associate,23,31236,48,Divorced,3,Rent,455,0.158,5,1,0.119,0,Home,1,6,18,9931,9777,180113,23833,3826,0.875,18,156280,0.0577,0.0982,789.53,0.325,0,4.13
2023-06-07,50,70406,645,Self-Employed,Master,27,40315,36,Single,2,Rent,2360,0.131,0,0,0.402,1,Home,0,5,13,10700,5040,257633,14393,5867,0.799,3,243240,0.0306,0.0694,1243.7,0.614,0,16.36
2024-06-20,45,55027,779,Employed,High School,24,69080,12,Married,2,Mortgage,664,0.763,3,2,0.145,0,Other,0,20,24,35049,236,69384,45512,4585,0.738,6,23872,0.0337,0.041,5885.31,1.428,1,64.5
2024-07-09,35,47804,641,Employed,Associate,12,46639,72,Single,5,Own,1817,0.454,4,1,0.456,0,Other,0,39,9,29671,791,127216,24349,3983,0.613,12,102867,0.0494,0.092,845.33,0.668,0,14.75
2024-01-01,36,94751,672,Unemployed,Master,15,121779,120,Single,1,Rent,1384,0.402,2,0,0.175,0,Debt Consolidation,0,42,10,4127,9693,197658,133172,7895,0.85,10,64486,0.0329,0.0536,1313.19,0.342,1,94.71
2023-04-15,70,54230,639,Employed,Master,47,103307,24,Married,4,Mortgage,1643,0.345,15,2,0.364,0,Debt Consolidation,0,13,48,3508,13363,214502,109663,4519,0.822,11,104839,0.0482,0.0866,4703.45,1.404,0,15.37
2024-07-20,57,62310,777,Employed,Associate,38,7687,120,Married,5,Own,309,0.308,15,1,0.06,0,Debt Consolidation,0,45,38,30847,2260,225780,5917,5192,0.888,12,219863,0.058,0.061,85.73,0.076,1,96.73
2023-06-16,23,256661,809,Employed,Master,4,104857,36,Divorced,5,Rent,5959,0.148,7,0,0.279,0,Other,0,9,4,66417,43212,966236,89915,21388,0.804,0,876321,0.048,0.062,3199.46,0.428,1,99.95
2023-07-11,73,53959,617,Employed,Bachelor,54,61176,12,Single,5,Own,1998,0.341,4,2,0.444,0,Auto,1,25,38,38664,13537,180307,67734,4496,0.897,19,112573,0.035,0.083,5330.09,1.63,0,9.52
2024-03-18,59,38256,725,Employed,Associate,37,58781,72,Married,1,Rent,1294,0.431,3,0,0.406,0,Auto,0,25,16,3211,1945,41759,114778,3188,0.727,21,-73019,0.0585,0.0788,1027.18,0.728,0,34.13
2024-03-15,20,68904,848,Unemployed,Bachelor,0,98452,48,Single,3,Rent,2697,0.156,6,0,0.47,0,Home,0,25,1,23763,20121,224833,85124,5742,0.627,0,139709,0.0461,0.0696,2355.73,0.88,1,88.17
2023-08-18,60,78201,555,Employed,Associate,41,166930,60,Married,3,Own,3269,0.166,7,4,0.502,0,Debt Consolidation,0,4,20,67113,20289,315342,217507,6516,0.784,4,97835,0.0592,0.1256,3760.68,1.079,0,3.31
2023-11-20,52,62974,748,Employed,Bachelor,33,77008,36,Married,1,Rent,1163,0.097,4,3,0.222,0,Education,0,1,23,40102,17471,315597,72690,5247,0.663,12,242907,0.0373,0.0484,2302.47,0.66,1,94.74
2024-01-26,71,58598,503,Self-Employed,Associate,51,12784,36,Single,1,Rent,944,0.488,13,1,0.193,0,Education,1,38,39,29976,2372,115312,11723,4883,0.212,10,103589,0.0514,0.1153,421.75,0.28,0,0.46
2023-09-18,46,113676,662,Self-Employed,Bachelor,28,209886,24,Married,0,Own,3239,0.179,0,0,0.342,0,Auto,0,43,25,96435,29832,625023,97003,9473,0.86,5,528020,0.0466,0.0782,9475.35,1.342,1,96.56
2024-02-01,48,106790,647,Unemployed,Doctorate,26,126639,48,Single,3,Own,1906,0.292,2,3,0.214,0,Debt Consolidation,0,21,20,18594,18282,160564,191135,8899,0.964,17,-30571,0.0495,0.0785,3082.72,0.561,0,35.0
2024-06-04,36,51095,506,Employed,Master,13,100642,60,Divorced,4,Own,1156,0.185,3,1,0.271,0,Debt Consolidation,0,41,12,34404,4690,105959,83120,4257,0.815,1,22839,0.0461,0.1132,2204.3,0.789,0,0.86
2024-04-27,36,39271,758,Unemployed,Bachelor,13,53347,120,Single,4,Rent,879,0.19,2,0,0.269,0,Education,0,30,16,978,2110,197813,36759,3272,0.755,9,161054,0.0334,0.0468,557.52,0.439,1,93.42
2024-07-19,53,67144,673,Employed,High School,34,143620,84,Single,3,Rent,1315,0.109,0,3,0.235,0,Other,0,17,12,7561,4074,63353,225890,5595,0.917,3,-162537,0.0474,0.0709,2173.93,0.624,1,86.82
2023-02-01,66,39158,576,Employed,High School,46,27783,84,Divorced,3,Rent,216,0.47,3,2,0.066,0,Auto,0,45,32,18660,1968,156412,34644,3263,0.794,16,121768,0.0421,0.0814,434.97,0.199,0,1.15
2023-03-29,69,84337,689,Employed,Bachelor,48,46999,84,Single,3,Rent,2295,0.11,5,1,0.327,0,Home,0,22,30,33728,24029,231635,48621,7028,0.595,8,183014,0.0596,0.0837,741.23,0.432,1,95.13
2024-01-02,62,66971,741,Employed,Master,42,128460,84,Married,3,Rent,1307,0.556,14,0,0.234,0,Debt Consolidation,1,34,26,42867,15301,106588,85620,5580,0.666,8,20968,0.058,0.0697,1936.92,0.581,1,79.77
2023-10-27,53,205873,500,Self-Employed,High School,33,109731,60,Single,4,Mortgage,9425,0.35,14,4,0.549,0,Home,0,41,13,52726,40049,344618,163479,17156,0.785,17,181139,0.0335,0.116,2418.78,0.69,0,9.77
2024-10-07,47,113170,376,Employed,Doctorate,28,149578,24,Widowed,1,Rent,4509,0.102,12,2,0.478,0,Auto,0,16,24,25286,1889,518117,95367,9430,0.714,21,422750,0.0441,0.154,7280.99,1.25,0,0.67
2023-04-28,37,31591,656,Employed,Bachelor,19,30892,48,Married,3,Own,1245,0.476,6,1,0.473,0,Debt Consolidation,0,25,15,7765,1361,43150,50272,2632,0.936,19,-7122,0.0516,0.0912,770.51,0.766,0,14.56
2024-12-03,62,41798,590,Employed,Associate,42,55834,24,Single,2,Mortgage,1575,0.261,0,3,0.452,0,Home,1,5,27,22134,7212,58536,27821,3483,0.818,1,30715,0.033,0.0881,2545.9,1.183,0,3.57
2023-02-27,36,20806,780,Employed,Bachelor,18,8151,12,Married,3,Own,171,0.183,3,0,0.099,0,Home,0,42,12,8707,2734,60285,13235,1733,0.66,18,47050,0.0553,0.0602,701.6,0.503,1,96.95
2023-11-26,33,18603,626,Employed,Doctorate,15,30486,48,Single,3,Rent,658,0.655,7,0,0.424,0,Education,0,14,10,1376,2593,55323,28596,1550,0.475,15,26727,0.0357,0.0804,744.82,0.905,0,3.23
2023-01-11,68,57349,687,Unemployed,High School,47,16834,36,Single,2,Mortgage,1655,0.304,14,0,0.346,0,Debt Consolidation,0,36,40,20112,14711,109483,12251,4779,0.552,19,97232,0.0539,0.0795,527.13,0.457,1,91.53
2023-10-21,52,29846,643,Unemployed,Doctorate,29,15304,72,Divorced,5,Own,522,0.176,13,4,0.21,0,Debt Consolidation,0,33,22,16411,5077,144283,6855,2487,0.587,23,137428,0.0455,0.0752,264.76,0.316,0,20.21
2024-01-04,38,123080,520,Self-Employed,High School,17,175572,84,Single,5,Other,1992,0.059,13,4,0.194,1,Auto,0,5,8,43393,32896,687397,55898,10256,0.832,15,631499,0.0395,0.0992,2907.45,0.478,0,1.36
2023-02-11,68,96660,662,Employed,Master,50,171143,12,Single,0,Rent,1052,0.37,12,0,0.131,0,Home,1,25,16,38979,12417,406475,121752,8055,0.539,17,284723,0.0306,0.0516,14663.67,1.951,1,83.69
2024-04-08,73,47299,540,Unemployed,Bachelor,50,74991,120,Married,4,Rent,1587,0.415,12,2,0.403,0,Debt Consolidation,0,20,47,17432,6916,222969,137860,3941,0.825,6,85109,0.0456,0.1108,1036.4,0.666,0,0.49
2023-11-03,36,45974,536,Employed,Bachelor,14,48971,84,Married,1,Mortgage,357,0.338,2,1,0.093,0,Other,0,17,12,29852,6499,208843,28662,3831,0.715,14,180181,0.048,0.0986,809.44,0.304,0,0.32
2023-03-02,48,113855,561,Employed,Bachelor,29,91920,60,Married,2,Own,1877,0.277,12,2,0.198,0,Auto,0,31,17,50707,32285,273956,122373,9487,0.813,18,151583,0.0385,0.0882,1900.09,0.398,0,4.41
2024-02-11,46,127682,553,Employed,Doctorate,27,27569,48,Single,5,Rent,4671,0.349,5,1,0.439,0,Home,0,24,17,109479,27426,428553,49136,10640,0.617,23,379417,0.0365,0.1002,699.49,0.505,0,1.42
2023-07-20,58,33985,641,Employed,Master,35,18421,120,Single,2,Rent,286,0.236,8,2,0.101,0,Home,1,45,29,23090,2005,59318,12418,2832,0.683,9,46900,0.0302,0.055,199.92,0.172,0,16.28
2023-04-09,73,31869,624,Employed,Doctorate,53,17044,72,Divorced,0,Mortgage,523,0.089,12,2,0.197,0,Home,0,42,54,2191,9499,124086,30147,2655,0.884,1,93939,0.0529,0.0868,304.53,0.312,0,33.72
2024-03-07,49,46604,685,Employed,High School,31,10175,84,Married,4,Own,779,0.301,7,3,0.201,0,Education,0,17,27,8229,9382,129548,15398,3883,0.88,16,114150,0.0447,0.0635,150.36,0.239,1,82.81
2023-12-14,64,67211,518,Employed,Associate,45,79283,12,Married,5,Rent,648,0.411,13,1,0.116,0,Auto,0,45,19,17441,6093,175771,141252,5600,0.906,20,34519,0.0403,0.0966,6957.7,1.358,0,1.15
2023-07-14,52,41905,637,Unemployed,High School,33,66309,24,Married,1,Own,1860,0.244,7,0,0.533,0,Auto,0,14,21,31258,1132,69389,94192,3492,0.713,6,-24803,0.0453,0.0927,3037.53,1.402,0,12.75
2023-01-15,69,67921,616,Unemployed,Associate,49,89293,24,Married,0,Mortgage,1907,0.375,14,1,0.337,0,Home,0,5,15,39063,20163,152767,114371,5660,0.873,13,38396,0.0319,0.0748,4017.34,1.047,0,16.79
2024-09-29,41,143652,678,Unemployed,Doctorate,21,219059,60,Married,5,Mortgage,6537,0.33,7,3,0.546,0,Home,1,0,18,13114,40628,764811,155187,11971,0.66,5,609624,0.0474,0.0852,4496.44,0.922,0,22.86
2024-03-07,40,26822,682,Self-Employed,Bachelor,19,5318,12,Single,0,Own,1090,0.373,12,0,0.488,0,Other,0,30,21,18279,3591,135521,9275,2235,0.766,0,126246,0.0374,0.0713,460.47,0.694,0,36.72
2024-10-19,42,43354,674,Employed,Master,23,77744,120,Married,3,Own,649,0.472,5,4,0.18,0,Home,1,21,21,18541,8304,97657,101958,3612,0.946,11,-4301,0.0383,0.0588,858.44,0.417,1,67.53
2023-02-02,75,27078,570,Employed,High School,54,50030,120,Married,4,Rent,714,0.232,9,5,0.316,0,Home,0,33,27,12624,343,76386,58953,2256,0.895,0,17433,0.0378,0.0911,636.74,0.599,0,1.84
2024-06-14,53,35657,662,Unemployed,Bachelor,33,71829,120,Married,1,Rent,957,0.112,14,2,0.322,0,Auto,0,34,23,2369,4969,143278,71996,2971,0.799,14,71282,0.0379,0.0685,828.45,0.601,1,85.64
2023-08-29,26,46754,613,Employed,Doctorate,3,44641,72,Widowed,4,Rent,806,0.63,4,0,0.207,0,Debt Consolidation,0,45,5,26404,8203,157657,83204,3896,0.781,3,74453,0.0523,0.0894,803.35,0.413,0,22.56
2023-01-04,20,37661,778,Self-Employed,Associate,0,82039,60,Single,3,Own,1487,0.058,10,1,0.474,0,Education,0,26,1,24304,1715,138016,121748,3138,0.754,0,16268,0.0325,0.0562,1571.59,0.975,1,61.36
2024-05-17,48,70262,669,Employed,Bachelor,29,13969,48,Married,3,Own,482,0.528,12,3,0.082,0,Home,0,21,24,50776,10808,215197,8449,5855,0.673,19,206748,0.0382,0.055,324.87,0.138,1,76.51
2024-03-26,64,58423,667,Employed,Associate,46,114179,24,Married,5,Rent,628,0.204,10,2,0.129,0,Auto,0,31,22,35001,2646,299285,162136,4868,0.749,17,137149,0.0581,0.0778,5152.56,1.187,1,87.77
2023-05-31,45,62913,544,Employed,Bachelor,24,60202,72,Married,4,Own,1328,0.602,9,2,0.253,0,Debt Consolidation,0,39,18,43385,1267,85516,111798,5242,0.799,9,-26282,0.0493,0.106,1133.59,0.47,0,0.53
2024-10-17,50,46474,606,Self-Employed,High School,30,23665,48,Single,4,Own,1253,0.678,13,1,0.324,0,Education,0,25,22,17275,682,65568,45341,3872,0.765,16,20227,0.0595,0.1042,604.99,0.48,0,14.84
2023-12-04,64,48664,683,Unemployed,Bachelor,41,61666,36,Married,0,Own,226,0.229,10,0,0.056,0,Home,0,8,27,22306,1908,228876,95951,4055,0.46,23,132925,0.0372,0.0492,1845.97,0.511,1,93.96
2024-06-29,47,45463,652,Employed,High School,27,88728,12,Married,1,Mortgage,1662,0.221,14,2,0.439,0,Debt Consolidation,0,27,12,8740,9149,114440,77022,3788,0.869,3,37418,0.0528,0.0918,7766.8,2.489,0,14.73
2023-11-30,70,47842,651,Employed,Bachelor,51,24765,84,Married,0,Mortgage,1956,0.044,1,4,0.491,1,Education,0,32,36,35515,5903,174382,28956,3986,0.777,8,145426,0.0385,0.0803,386.36,0.588,0,18.04
2023-05-06,55,66803,502,Self-Employed,Bachelor,35,12076,84,Divorced,5,Own,1203,0.547,12,2,0.216,0,Auto,0,35,30,59162,14850,323862,18396,5566,0.741,4,305466,0.0454,0.1107,207.22,0.253,0,0.4
2024-04-10,60,20707,586,Employed,Associate,37,18434,60,Single,3,Own,579,0.109,1,4,0.336,0,Other,0,0,35,8007,586,69641,33313,1725,0.698,23,36328,0.0561,0.1064,397.5,0.566,0,6.56
2023-02-03,63,62565,635,Employed,High School,45,22117,24,Married,0,Own,998,0.105,7,0,0.191,0,Home,1,16,39,22006,9937,70701,36117,5213,0.856,2,34584,0.0473,0.0781,998.38,0.383,0,21.21
2023-01-25,54,35088,768,Employed,Bachelor,31,58368,36,Married,3,Own,606,0.167,3,1,0.207,0,Debt Consolidation,0,39,20,10060,9370,70146,66522,2924,0.663,15,3624,0.0328,0.0432,1731.58,0.799,1,93.75
2024-04-10,20,45732,489,Self-Employed,Associate,1,72544,48,Married,1,Rent,2000,0.19,8,4,0.525,0,Education,0,1,0,37765,13272,124448,74095,3811,0.831,1,50353,0.0481,0.1321,1953.74,1.037,0,0.18
2024-03-28,42,24815,566,Self-Employed,Associate,19,22903,48,Single,5,Rent,271,0.104,9,3,0.131,0,Debt Consolidation,0,8,23,21038,4030,87042,41408,2067,0.707,0,45634,0.0427,0.0878,567.55,0.405,0,0.62
2023-02-18,26,45281,489,Self-Employed,High School,5,70420,120,Divorced,2,Mortgage,1720,0.079,5,0,0.456,0,Home,0,31,7,7949,2694,137015,42341,3773,0.683,5,94674,0.0567,0.1372,1081.56,0.742,0,0.71
2024-10-25,47,62251,689,Employed,High School,26,44662,72,Divorced,0,Mortgage,2453,0.131,13,1,0.473,0,Home,0,29,13,54592,14854,212682,48344,5187,0.631,11,164338,0.0311,0.0625,745.46,0.617,1,69.83
2023-02-11,26,68087,766,Employed,Bachelor,7,24381,48,Married,5,Rent,2436,0.046,10,0,0.429,0,Debt Consolidation,0,19,4,23382,7522,317359,11595,5673,0.91,7,305764,0.0577,0.0792,594.3,0.534,1,76.39
2023-12-17,47,29936,692,Employed,Doctorate,25,33357,48,Single,5,Rent,763,0.357,4,1,0.306,0,Auto,0,20,27,15842,5813,150502,45267,2494,0.525,20,105235,0.0489,0.0712,800.63,0.627,1,80.95
2024-06-20,37,66464,711,Employed,Doctorate,16,144042,120,Widowed,5,Own,932,0.266,6,2,0.168,0,Debt Consolidation,0,41,11,44654,11914,98008,178037,5538,0.947,2,-80029,0.0519,0.0626,1618.03,0.46,1,95.4
2023-06-24,19,95787,567,Employed,High School,0,169397,12,Married,5,Other,415,0.504,6,0,0.052,0,Home,0,22,0,64824,6289,351939,286523,7982,0.518,0,65416,0.0562,0.097,14869.06,1.915,0,1.25
2023-01-02,25,42325,693,Employed,Bachelor,5,6887,84,Married,3,Mortgage,1295,0.221,11,0,0.367,1,Education,1,25,5,8837,3006,123916,3182,3527,0.889,5,120734,0.0459,0.071,104.28,0.397,0,1.0
2024-09-21,47,54201,590,Employed,Master,26,29822,12,Single,1,Rent,950,0.335,3,0,0.21,0,Other,0,11,12,22725,9268,196214,55150,4516,0.677,10,141064,0.0522,0.0952,2615.17,0.789,0,24.58
2024-04-26,22,19258,665,Employed,Associate,2,19404,120,Married,2,Mortgage,107,0.321,5,2,0.067,0,Auto,0,15,2,15800,5648,57073,35373,1604,0.966,2,21700,0.0482,0.0653,220.62,0.204,1,57.05
2024-01-16,67,34595,705,Employed,Master,44,32733,60,Single,2,Mortgage,405,0.494,11,2,0.14,0,Other,1,0,22,3885,4361,75411,53766,2882,0.424,19,21645,0.0333,0.0441,608.9,0.352,1,56.12
2024-04-02,62,62022,633,Unemployed,High School,44,64414,24,Single,2,Mortgage,2631,0.273,3,3,0.509,0,Auto,0,8,34,33379,6434,128394,58660,5168,0.734,3,69734,0.0346,0.0818,2918.56,1.074,0,16.36
2024-10-21,59,87354,733,Employed,Doctorate,40,165823,84,Married,5,Own,3312,0.142,7,1,0.455,0,Debt Consolidation,0,6,20,77817,9965,236826,249955,7279,0.763,1,-13129,0.0422,0.065,2462.38,0.793,1,56.24
2024-11-21,27,40149,645,Employed,Bachelor,4,56324,48,Single,4,Rent,606,0.378,6,0,0.181,0,Debt Consolidation,0,8,4,19577,5463,224295,35666,3345,0.611,4,188629,0.0459,0.0737,1358.44,0.587,0,21.77
2023-11-12,64,205806,684,Employed,Bachelor,42,83692,24,Married,3,Mortgage,5278,0.258,1,3,0.308,0,Home,0,35,28,161626,39227,445001,83959,17150,0.817,11,361042,0.0559,0.0803,3786.31,0.529,1,99.57
2023-05-01,54,63382,830,Employed,Bachelor,34,73676,48,Married,5,Rent,1229,0.029,0,4,0.233,0,Auto,0,5,30,4678,4742,180808,130616,5281,0.675,16,50192,0.0538,0.0655,1748.92,0.564,1,98.62
2024-06-19,40,28661,704,Self-Employed,Master,19,14952,12,Married,1,Rent,1286,0.262,15,0,0.538,0,Home,0,1,14,3580,4165,26191,16852,2388,0.698,4,9339,0.0316,0.0625,1288.58,1.078,0,14.78
2024-12-12,18,103114,592,Employed,Associate,0,11753,36,Married,2,Mortgage,1705,0.42,9,3,0.198,1,Education,0,17,0,87668,24555,326738,10569,8592,0.829,0,316169,0.0314,0.0733,364.67,0.241,0,20.17
2024-03-07,48,28955,616,Employed,High School,29,11874,36,Married,4,Own,587,0.376,5,3,0.243,0,Other,0,46,26,15957,3588,96858,4104,2412,0.926,14,92754,0.0495,0.0876,376.27,0.399,0,23.43
2024-08-24,64,63844,738,Employed,Bachelor,41,96060,72,Married,5,Mortgage,1478,0.266,1,0,0.278,1,Auto,0,16,23,6277,7844,261493,63050,5320,0.606,5,198443,0.0346,0.0485,1540.36,0.567,1,72.61
2023-06-22,19,34042,753,Unemployed,Doctorate,0,71342,48,Single,5,Rent,1102,0.249,8,3,0.388,0,Auto,0,42,0,16668,4109,168756,84433,2836,0.819,0,84323,0.0535,0.0729,1717.99,0.994,1,53.65
2024-01-18,21,27481,656,Employed,Doctorate,3,20432,12,Single,3,Mortgage,1014,0.287,13,1,0.443,0,Other,0,18,1,4043,4743,81684,19169,2290,0.682,3,62515,0.0404,0.0786,1776.03,1.218,0,12.2
2024-03-10,40,87647,522,Employed,High School,18,190198,48,Married,2,Rent,3955,0.361,14,3,0.541,0,Auto,0,30,7,6903,22002,122674,240956,7303,0.856,1,-118282,0.0569,0.1335,5135.64,1.245,0,2.07
2023-07-14,47,47577,574,Self-Employed,High School,27,9178,24,Single,4,Mortgage,1999,0.426,12,0,0.504,0,Debt Consolidation,0,45,28,39160,11913,153440,17760,3964,0.789,1,135680,0.0484,0.1101,427.81,0.612,0,1.02
2023-02-04,45,128391,676,Unemployed,Master,24,161909,48,Married,1,Own,2668,0.338,4,2,0.249,0,Debt Consolidation,0,36,8,10472,27629,374906,113337,10699,0.663,9,261569,0.0326,0.056,3772.82,0.602,1,94.42
2024-05-13,42,32566,712,Self-Employed,Bachelor,19,56701,36,Married,1,Rent,1150,0.401,4,2,0.424,0,Other,1,5,20,4009,6336,91492,108347,2713,0.864,10,-16855,0.0385,0.0617,1729.33,1.061,0,7.68
2024-02-17,32,24839,750,Employed,Bachelor,9,25465,60,Single,2,Rent,146,0.17,9,4,0.071,0,Debt Consolidation,0,46,6,13242,1009,74899,46085,2069,0.662,2,28814,0.0562,0.0598,492.07,0.308,1,97.07
2023-08-04,21,42623,477,Self-Employed,Bachelor,3,57053,60,Single,4,Rent,685,0.543,5,0,0.193,1,Debt Consolidation,0,3,1,12318,5444,150351,103797,3551,0.792,3,46554,0.0418,0.1122,1246.74,0.544,0,0.06
2023-03-04,19,229866,738,Employed,High School,0,264022,48,Married,4,Own,7197,0.218,8,2,0.376,0,Debt Consolidation,0,46,0,164640,26570,1042800,406662,19155,0.774,0,636138,0.0482,0.067,6285.65,0.704,1,99.04
2023-12-22,23,82203,788,Employed,Associate,4,142831,48,Single,0,Mortgage,3411,0.254,1,2,0.498,0,Other,1,41,4,42827,8771,202559,227075,6850,0.736,4,-24516,0.0488,0.0737,3444.84,1.001,1,73.01
2024-11-05,58,71463,444,Employed,Bachelor,35,135857,36,Married,4,Own,431,0.225,11,3,0.072,0,Education,0,12,28,26904,18948,144475,57936,5955,0.451,20,86539,0.0333,0.1059,4421.45,0.815,0,0.55
2023-11-12,63,72654,659,Employed,Bachelor,41,43801,12,Widowed,2,Rent,3082,0.25,6,3,0.509,0,Other,0,3,18,21999,13250,373196,51692,6054,0.661,18,321504,0.0424,0.0831,3816.46,1.139,0,31.33
2024-04-07,43,42513,728,Employed,Bachelor,22,63878,36,Married,5,Own,1160,0.211,10,1,0.327,0,Home,0,15,24,20720,6869,212930,97091,3542,0.804,16,115839,0.0461,0.0624,1950.25,0.878,1,87.79
2023-07-20,22,212070,532,Employed,Master,4,203216,60,Widowed,4,Mortgage,8287,0.147,15,0,0.469,0,Other,0,17,2,97759,24010,1142602,310743,17672,0.604,0,831859,0.0594,0.1298,4621.71,0.73,0,16.77
2023-06-10,42,68121,615,Self-Employed,Bachelor,20,10938,48,Married,0,Rent,1407,0.037,9,2,0.248,0,Debt Consolidation,1,41,18,18326,1961,126249,8429,5676,0.496,10,117820,0.0462,0.0849,269.55,0.295,0,20.34
2023-01-01,75,65001,710,Employed,Bachelor,54,116507,36,Single,4,Own,2437,0.287,11,0,0.45,0,Home,0,28,21,40951,13334,356999,129324,5416,0.828,0,227675,0.0302,0.0552,3519.09,1.1,0,45.79
2024-08-17,32,88648,612,Employed,High School,13,160758,84,Single,4,Rent,1679,0.06,2,2,0.227,0,Home,0,25,11,5246,12666,330412,319154,7387,0.792,0,11258,0.0583,0.0966,2640.62,0.585,0,36.77
2023-01-11,46,28663,627,Employed,Bachelor,26,24257,84,Single,0,Rent,861,0.127,8,1,0.36,0,Home,1,18,13,14070,3130,101426,38081,2388,0.899,16,63345,0.0354,0.0766,373.98,0.517,0,5.42
2023-01-22,49,34902,679,Self-Employed,Bachelor,29,31437,12,Single,5,Own,355,0.094,11,2,0.122,0,Debt Consolidation,0,47,22,24225,6981,114170,13825,2908,0.767,20,100345,0.0322,0.0485,2689.08,1.047,1,89.57
2024-08-05,37,47917,554,Employed,Associate,18,34968,48,Single,0,Mortgage,1524,0.54,13,4,0.382,0,Home,0,43,17,23117,1545,109486,39014,3993,0.641,2,70472,0.0379,0.0985,884.36,0.603,0,1.15
2024-04-10,43,88935,563,Self-Employed,Bachelor,20,180847,84,Single,1,Mortgage,1429,0.216,8,2,0.193,0,Auto,0,35,24,38891,23382,291063,56621,7411,0.767,2,234442,0.0571,0.106,3058.64,0.606,0,6.38
2024-01-03,45,28310,702,Employed,High School,22,58873,60,Single,3,Rent,1185,0.069,2,0,0.502,0,Debt Consolidation,0,13,8,1520,6122,132963,94228,2359,0.66,15,38735,0.0456,0.0752,1180.25,1.003,0,27.47
2024-02-01,45,52382,745,Employed,Master,27,96694,84,Married,4,Mortgage,1210,0.366,9,0,0.277,0,Home,0,36,21,41768,12524,163906,60154,4365,0.818,21,103752,0.0474,0.0612,1418.13,0.602,1,91.41
2024-12-09,59,48804,695,Employed,Master,36,52421,84,Single,2,Rent,1033,0.152,8,1,0.254,0,Debt Consolidation,0,3,20,31564,13886,145087,33811,4067,0.786,6,111276,0.052,0.071,793.74,0.449,1,85.27
2024-12-14,51,24656,782,Employed,High School,31,23613,12,Divorced,5,Rent,685,0.21,12,1,0.333,0,Other,0,47,20,13810,4577,101556,46817,2054,0.434,20,54739,0.0537,0.0704,2043.59,1.328,1,91.89
2023-12-13,21,42004,697,Employed,Associate,0,90031,12,Married,4,Rent,656,0.324,2,1,0.187,0,Education,0,36,2,13414,12418,52026,64579,3500,0.664,0,-12553,0.0313,0.0464,7692.48,2.385,1,90.39
2024-02-11,18,71049,826,Employed,Master,0,35701,60,Divorced,3,Rent,1475,0.215,9,1,0.249,0,Debt Consolidation,0,2,0,55380,1583,246566,43513,5920,0.806,0,203053,0.052,0.0644,697.53,0.367,1,95.77
