Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,LoanAmount,LoanDuration,MonthlyDebtPayments,CreditCardUtilizationRate,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalLiabilities,JobTenure,NetWorth,LoanApproved,LoanToIncomeRatio,SavingsToLoanRatio
59,67171,576,2,4,22539,48,2259,0.531,0.404,0,1,0,0,17,28545,40,24595,6,184102,0,0.3355415947120824,1.2664152617568767
29,138253,644,0,3,208996,84,2967,0.459,0.258,0,4,0,40,7,47053,35944,322179,4,-85622,1,1.5116813980065675,0.2251372029263578
51,23616,506,1,1,41490,12,609,0.183,0.309,0,0,0,34,27,7113,391,70188,24,-33442,0,1.756785366473303,0.17143476898604518
22,43911,520,0,1,96015,72,1830,0.272,0.5,0,0,0,12,3,20231,9312,105678,3,97934,0,2.18653215521953,0.21070446592234626
54,27479,590,1,3,6371,48,238,0.549,0.104,0,4,1,16,16,20963,250,7461,5,65045,0,0.23184133915574964,3.289861895794099
29,22045,637,0,1,41101,72,372,0.212,0.202,0,1,0,4,9,16513,6600,58535,1,-15035,0,1.8643291300009073,0.40175660551797965
70,48910,586,0,1,38813,48,1942,0.351,0.476,0,0,0,25,25,13062,8169,74376,20,-18000,0,0.7935433747009875,0.33652805688669035
21,82170,672,0,4,72192,60,1600,0.379,0.234,0,0,0,40,2,4257,23319,32107,1,74669,1,0.8785581287802267,0.05896693585250647
55,99010,506,0,0,105133,24,1025,0.39,0.124,0,1,0,37,19,87992,13395,65328,15,428821,0,1.0618315136701983,0.83695093880191
26,41525,640,0,3,83438,12,831,0.219,0.24,0,4,1,25,3,21229,1965,114135,3,18921,0,2.0092953812069547,0.254425388607246
57,75603,641,0,2,77411,60,1929,0.477,0.306,0,0,0,15,32,47240,15436,54757,20,290684,0,1.0239008518067827,0.6102413062574278
46,49076,529,0,2,38246,36,1209,0.305,0.296,0,3,0,21,8,31312,11007,68359,12,98581,0,0.7793059885486073,0.8186785891703925
74,71559,680,0,0,65625,12,3221,0.44,0.54,0,0,0,34,18,62801,16254,65194,13,151710,0,0.9170626048071548,0.9569530369061043
55,96494,464,0,3,106889,24,3704,0.148,0.461,0,0,0,44,16,73680,10851,111244,22,290977,0,1.107715425669724,0.6893067639629525
39,49162,598,1,1,45424,24,2113,0.163,0.516,0,1,1,47,11,43014,10583,16655,0,134612,0,0.9239468706140797,0.9469235002751789
23,92826,730,0,0,188011,60,2842,0.13,0.367,0,1,0,15,1,32478,22500,88099,2,282395,1,2.025391319335969,0.17274429291747334
52,29539,459,0,4,64597,72,1331,0.326,0.541,0,0,0,35,24,9118,8426,47673,6,13153,0,2.186763710223426,0.1411498808012632
43,75226,720,0,3,43096,60,1637,0.248,0.261,0,1,0,32,21,3893,2029,61820,23,22726,1,0.5728794182939636,0.09033111353458477
21,90838,555,0,1,24443,36,516,0.398,0.068,0,1,0,17,2,9310,24318,36324,3,415501,0,0.26908046103545835,0.3808705612829324
51,86258,606,2,0,75381,36,3513,0.147,0.489,0,1,0,10,11,13727,20733,139042,17,-10875,0,0.8738914200257365,0.1820991748693322
30,29956,786,0,1,40061,120,1220,0.141,0.489,0,2,1,45,11,15029,3521,44193,3,1157,0,1.3372834395967554,0.3751435275323249
31,48878,603,0,1,29607,72,310,0.286,0.076,0,1,1,29,6,22360,9937,40394,9,99453,0,0.6057202479592463,0.7552012969467712
18,63012,805,0,2,125286,36,2191,0.337,0.417,0,1,0,33,0,56690,9808,126844,0,198134,1,1.988256391538254,0.4524811033866243
39,67611,632,0,0,111822,36,1976,0.256,0.351,0,1,0,16,12,34147,18466,120727,16,-27355,0,1.653878009820742,0.305366516727328
30,57407,652,0,3,17836,24,465,0.276,0.097,0,1,0,38,10,32781,14111,25773,8,165259,0,0.31068840579710144,1.8378090486068286
22,110701,735,0,2,145640,120,1152,0.288,0.125,0,1,0,46,3,49199,30462,147294,2,161009,1,1.3156040541272966,0.33781009468487583
43,28344,708,0,1,47411,12,1223,0.443,0.518,0,0,1,35,11,25496,5075,70946,21,92740,0,1.6726406773681426,0.5377541550662279
30,48044,673,2,2,92724,12,354,0.18,0.088,0,0,0,26,5,32639,50,49301,12,129124,1,1.9299406806119264,0.3519978430843893
25,23297,618,0,4,49082,84,128,0.107,0.066,0,3,0,20,3,5002,2717,53084,7,-20065,0,2.1067044381491975,0.10190901126662999
45,73911,520,0,1,41052,120,2768,0.353,0.449,0,1,0,44,13,37524,9865,73631,10,31567,0,0.5554172529494534,0.9140379509414659
21,71489,524,0,3,130460,60,367,0.127,0.062,0,4,0,39,1,60720,6328,170578,0,193990,0,1.824870611274304,0.465426449283694
75,289034,778,1,0,265619,48,6661,0.31,0.277,0,2,0,21,26,176139,62982,311251,4,807310,1,0.9189855899804522,0.6631240117461035
45,90506,812,0,1,110606,120,435,0.201,0.058,0,4,0,18,14,31625,17603,167469,16,108613,1,1.2220712210105296,0.2859222291536702
75,63938,671,1,1,14564,12,2609,0.271,0.49,0,1,0,19,22,23675,2935,23130,9,81543,0,0.22777960243356948,1.6254720219704772
69,61540,500,0,0,62202,36,431,0.224,0.084,0,2,0,7,29,32698,5267,81502,5,207265,0,1.0107408069417136,0.5256659646640838
74,46244,590,0,1,20563,60,1448,0.107,0.376,0,4,0,9,33,14125,5950,32349,10,185464,0,0.44465347605146505,0.6868799844388251
49,57828,586,0,3,55275,12,1765,0.406,0.366,0,3,0,31,29,31470,9996,80348,22,209264,0,0.9558353075446575,0.5693248426080034
42,62200,609,0,3,125529,24,1835,0.354,0.354,0,0,1,41,20,17604,15454,191758,24,106598,0,2.0181186797639907,0.14023739345176453
59,20284,580,0,3,24203,48,329,0.71,0.195,0,1,0,0,37,12329,5603,21418,23,16053,0,1.1931476460438748,0.5093786151049413
22,59781,706,1,3,27919,48,321,0.152,0.064,0,0,0,46,3,10639,13557,11230,1,60335,1,0.4670134823190927,0.38105300859598856
66,56982,682,0,3,38491,120,2562,0.103,0.54,0,3,0,23,21,9921,4359,35121,16,42505,0,0.6754821613463664,0.25774186844019537
36,130223,802,0,1,200871,36,3311,0.229,0.305,0,1,0,46,16,90565,15509,104058,16,597709,1,1.5425036859565058,0.45085925365406826
18,50724,624,0,4,86404,48,1993,0.464,0.471,0,3,0,27,0,10047,2597,32026,0,47175,0,1.7033809758501726,0.11627799317169145
31,36946,678,0,2,47812,48,745,0.16,0.242,0,3,0,5,11,9774,9217,41726,9,21084,1,1.2940698838877311,0.20442139167172108
32,61961,726,0,0,122632,48,705,0.155,0.137,0,1,0,25,12,50572,14573,117745,10,25041,1,1.979148510377328,0.4123849208614321
18,56228,751,0,4,39742,84,1319,0.51,0.281,0,1,0,32,0,48775,13600,77638,0,38734,1,0.7067883120809547,1.2272601464408828
56,50751,548,0,3,34832,12,520,0.362,0.123,0,4,0,11,23,27998,14062,64243,14,111154,0,0.6863177805800756,0.8037780265839864
23,28581,696,0,1,45453,36,474,0.318,0.199,0,2,1,31,2,53,3728,78366,3,56550,1,1.5902666013574978,0.001166013992167906
67,50110,673,0,1,76095,12,1944,0.88,0.466,0,2,1,41,48,8174,9678,48643,13,162028,0,1.5185288659176628,0.10741694701429773
44,40554,687,0,0,50172,84,1050,0.143,0.311,0,1,0,3,11,14537,8449,25619,23,30803,1,1.2371347552706202,0.2897375082215534
59,48618,665,0,3,49627,60,736,0.355,0.182,1,2,0,39,19,10618,9639,39512,18,133173,1,1.0207326353894568,0.2139518014024341
37,78125,814,0,0,33458,72,836,0.464,0.128,0,2,0,6,13,39853,12574,64547,18,117261,1,0.42825691831144563,1.1910995546788608
25,38667,579,0,3,85029,12,712,0.329,0.221,1,0,0,28,2,24946,135,121482,5,36047,0,2.198950036205648,0.29337880747971307
28,48503,574,0,4,68633,36,1539,0.386,0.381,0,0,1,11,3,39093,4602,46388,8,196814,0,1.4149967013029854,0.5695865023166361
55,71011,586,0,2,101663,24,2849,0.109,0.481,0,2,1,23,12,9029,10970,70142,18,87188,0,1.4316312735875627,0.08881216556499842
59,47348,633,1,3,85055,24,1527,0.092,0.387,0,3,0,42,37,35810,13395,63883,11,89599,0,1.7963420557984329,0.4210167419112114
33,199704,686,0,4,119381,36,5495,0.29,0.33,0,1,0,7,10,172988,49789,226073,10,201027,1,0.5977867354347662,1.4490291668760784
38,61355,618,0,4,31151,48,346,0.311,0.068,0,2,0,33,12,46817,17085,49603,2,166926,0,0.5077091075037486,1.502856959424756
72,29116,750,0,0,4957,12,1097,0.477,0.452,0,1,1,46,49,12547,4782,6208,8,155733,0,0.17024418724456503,2.5306575231948365
67,35608,659,0,1,62890,72,1155,0.427,0.389,0,2,0,1,23,26421,7006,57121,5,126141,0,1.7661265410429947,0.4201078055683643
41,33861,651,0,3,48691,48,1173,0.228,0.416,0,4,0,46,18,8697,310,55961,14,102796,0,1.437924517157876,0.17861250308058818
31,35863,540,1,3,76123,24,966,0.253,0.323,0,3,0,34,8,24991,5989,77425,12,107097,0,2.122546285969217,0.3282933109137723
35,70861,823,0,1,35524,120,1210,0.363,0.205,0,4,1,46,16,17642,9576,15932,1,246879,1,0.5013124100364088,0.49660802251935254
49,31155,655,1,0,52932,72,801,0.53,0.309,0,1,0,33,22,24223,2660,55937,7,-7030,0,1.6989343946591347,0.4576162318402509
50,45908,807,0,4,7681,72,1868,0.228,0.488,0,2,0,38,16,12218,6747,7906,4,88558,1,0.16730924219651921,1.5904712314501432
28,95929,603,1,2,19091,120,2313,0.13,0.289,0,0,0,7,6,47509,20460,8637,6,337633,0,0.19900969456895654,2.4884244709826104
21,41777,734,0,3,44254,84,1605,0.367,0.461,0,0,0,9,1,7753,11486,81065,1,102933,0,1.0592656422040307,0.17518924415320303
46,75791,609,0,3,138334,120,2957,0.177,0.468,0,0,0,39,27,42577,6108,89207,20,156823,1,1.8251794384631623,0.30778183395380776
64,23353,823,1,3,39095,120,569,0.371,0.292,0,0,1,35,42,11474,4160,46228,18,15167,1,1.674017298963775,0.29348270922856556
26,45012,760,0,1,55437,36,473,0.328,0.126,0,1,0,0,5,19617,11768,101030,3,72722,1,1.23157754426499,0.35385475666510335
41,34787,736,0,0,60527,48,679,0.456,0.234,0,2,0,45,18,7365,9690,28349,16,59446,1,1.7398815683569047,0.12167922283901665
27,62936,594,1,1,126649,24,2478,0.045,0.472,0,3,0,13,7,18310,10674,115982,4,170938,0,2.01231390120279,0.1445716541650217
32,32293,831,1,1,17640,120,519,0.286,0.193,0,0,0,30,4,26986,4065,13626,12,80309,1,0.5462314981111043,1.5297318746102828
53,152486,843,0,3,196357,36,6370,0.303,0.501,0,0,0,48,19,84162,1630,219979,1,321483,1,1.2876966561083896,0.42861508061805476
34,23868,625,0,1,33769,72,231,0.141,0.116,0,0,0,18,13,11016,2120,39241,15,-4242,0,1.4147639197285182,0.32620669233047084
33,95596,674,0,0,187663,48,2704,0.213,0.339,0,4,0,47,13,4873,15576,246402,10,115670,1,1.9630636944673996,0.02596662119532782
75,84047,743,0,1,25409,60,2992,0.089,0.427,0,0,0,8,34,45275,18587,22970,24,253632,1,0.3023153436131734,1.7817788272333728
27,63255,482,0,4,18128,72,2445,0.491,0.464,0,3,0,13,2,4782,5540,15452,7,27281,0,0.2865815100543822,0.26377627006453747
28,55671,763,0,3,84742,48,707,0.252,0.152,1,3,0,34,4,15624,13979,131322,7,158278,1,1.5221655410260095,0.18436921043626023
71,136964,752,2,1,256889,36,4944,0.492,0.433,0,1,0,19,44,105834,4271,389979,18,-206057,1,1.875581352900376,0.4119817820857176
49,186368,609,2,2,156501,36,3615,0.492,0.233,0,3,0,6,22,58749,52515,295086,7,-55663,1,0.8397372953656456,0.3753881739530485
20,48843,462,0,3,60155,120,274,0.054,0.067,0,3,0,6,1,13722,9309,39903,0,120366,0,1.2315739906641552,0.22810692200279273
42,58623,689,0,1,72462,120,1533,0.273,0.314,0,3,0,23,9,38030,3586,62906,12,271667,1,1.236046670305677,0.5248195630873688
50,41101,557,2,3,42134,24,744,0.118,0.217,0,0,0,45,10,23871,11814,51590,8,91600,0,1.025108267237604,0.5665361338554645
32,30192,517,0,0,13097,84,1133,0.234,0.45,0,0,0,40,10,21618,2011,6580,5,42995,0,0.4337760408041599,1.6504809894640402
49,68292,693,0,1,147843,12,1559,0.462,0.274,0,1,0,21,30,53703,364,160737,2,155067,1,2.164833877556997,0.36324098373961744
55,61378,778,0,4,107278,72,1861,0.382,0.364,0,2,1,29,24,5578,7551,177419,2,-30351,0,1.7477964776226396,0.051995264683675275
32,24218,640,0,4,17871,60,823,0.589,0.408,0,3,0,9,12,2489,5049,17365,12,16875,0,0.7378917378917379,0.13926812891674129
65,68050,766,2,4,95863,36,3000,0.27,0.529,0,1,1,25,19,1215,11423,43061,4,243276,0,1.4086934798900825,0.012674205123925562
44,62415,719,0,4,44498,72,2573,0.398,0.495,1,1,0,46,13,5134,1957,53899,20,-2986,0,0.7129261727762112,0.11537337917706016
73,40109,536,0,3,83758,60,1569,0.215,0.469,0,3,0,15,32,21874,7135,72304,16,40042,0,2.088207429568686,0.26115402523907877
23,38821,610,1,1,55205,24,797,0.304,0.246,0,1,0,38,4,2558,6648,57745,3,91451,0,1.4220029879964968,0.04633554323805383
36,66962,757,0,1,107242,48,1423,0.41,0.255,0,2,0,37,6,41340,16147,180398,16,-80853,1,1.6015112823499544,0.3854797049690889
59,121108,609,0,3,121633,24,3639,0.331,0.361,0,3,0,10,33,68308,16851,166917,3,80173,0,1.0043266809237958,0.5615863985398819
69,66118,733,1,0,8021,60,748,0.176,0.136,0,0,0,10,29,14498,2126,6197,5,302745,1,0.12131157458521756,1.8072799800548491
30,80036,623,0,0,77506,48,1011,0.748,0.152,0,0,1,16,5,28445,14013,115526,0,175381,0,0.9683771255794196,0.36699910975782835
74,35735,724,0,1,44260,84,503,0.28,0.169,0,1,0,44,33,12307,2964,26821,16,44088,1,1.238526975598836,0.2780551727254242
29,44040,698,0,1,90921,72,397,0.039,0.108,0,0,0,10,8,18609,2744,65076,10,50047,1,2.0644626597942826,0.20466993686896462
42,73424,637,0,2,40476,24,3166,0.258,0.517,0,2,0,48,13,54393,19617,50103,16,331973,0,0.5512563840653728,1.3438001828198731
36,27469,722,0,3,46825,24,778,0.376,0.34,1,3,0,25,5,23352,3441,42723,3,90408,1,1.7045868219876228,0.4986973049160723
42,60090,465,0,1,14566,24,573,0.407,0.114,0,2,0,46,12,4958,1023,18440,19,159701,0,0.24239902814065334,0.3403583442026498
70,69335,562,1,3,94674,84,3023,0.055,0.523,0,3,0,19,19,51844,15615,106322,21,182397,0,1.3654378677743164,0.5475996831264853
60,53142,618,0,4,66361,72,2140,0.407,0.483,0,1,0,7,13,34760,8731,121846,10,182456,0,1.248725137835651,0.5237937373798258
64,63556,765,0,0,103226,120,2444,0.395,0.461,0,1,0,8,45,33261,7762,74041,20,127276,0,1.624148402221628,0.3222122119212997
32,55765,529,0,0,84406,48,815,0.352,0.175,1,0,0,3,7,12960,4855,61663,9,128180,0,1.513574579492881,0.15354176786285498
72,39692,656,0,0,74958,36,1184,0.107,0.358,1,0,0,44,29,1802,7422,148982,23,-98024,0,1.8884438062126823,0.02403980842860764
43,30059,688,0,3,15753,84,324,0.182,0.129,0,2,0,4,14,19855,8003,11747,9,159972,1,0.5240518962075849,1.2603148406753841
55,51784,682,0,3,45561,72,1085,0.397,0.251,0,0,0,8,24,20647,78,55049,6,154841,1,0.8798107560104277,0.45316272332206664
58,104011,651,0,0,132929,48,3397,0.294,0.392,0,1,0,20,27,15498,5977,262625,9,157469,1,1.278015998154059,0.11658767772511848
56,90417,604,0,3,23075,60,593,0.167,0.079,0,0,0,32,18,26383,21626,8329,16,484816,1,0.25520360990068347,1.1433090656959612
52,45584,637,1,1,50701,48,1829,0.132,0.481,0,3,0,5,33,25407,5205,64419,9,70709,0,1.1122299001864648,0.5011044929194115
45,45113,747,0,3,70545,24,2050,0.378,0.545,0,1,1,48,19,1860,7773,122211,16,99352,0,1.5637052799574411,0.02636577552235421
55,43483,598,0,1,83800,72,624,0.302,0.172,0,1,1,0,27,37386,8105,36444,22,165965,0,1.9271456167785852,0.4461283278242503
70,43486,465,0,3,88889,120,1022,0.297,0.282,0,4,0,10,45,21827,6657,172988,2,-98839,0,2.0440361487341043,0.2455506806164923
40,62559,701,0,0,85259,24,2633,0.25,0.505,0,2,0,38,14,13955,5324,66275,17,187440,0,1.3628356777493607,0.16367581515364765
47,91926,794,0,4,159725,60,3058,0.308,0.399,0,1,0,29,24,37726,2156,106774,20,167953,1,1.7375199886866752,0.2361919787636327
28,167947,565,0,2,64526,120,5388,0.14,0.385,0,3,0,13,5,104277,27622,49326,8,549475,0,0.3842022530783338,1.616021200427728
38,35777,782,0,0,7166,36,1559,0.267,0.523,0,3,1,14,8,31460,9168,10817,16,69968,0,0.20029068142433898,4.389563276126692
62,75026,706,0,1,86029,36,2987,0.437,0.478,0,3,1,41,31,62557,7636,58989,12,349501,0,1.1466405427379476,0.7271533186097873
55,71051,555,1,0,31269,24,3238,0.296,0.547,0,3,0,24,28,16633,1887,58512,13,278410,0,0.4400861340989698,0.5319155740326191
30,45941,596,0,0,79644,12,1791,0.183,0.468,0,1,0,14,7,25634,9947,104519,7,-18672,0,1.7335771189761002,0.32185322368008035
49,32435,592,1,0,10442,72,1306,0.384,0.483,0,4,0,41,16,23860,6202,16652,9,130893,0,0.321926254778641,2.2847840658814516
65,62173,675,0,1,16385,84,1012,0.12,0.195,0,1,0,16,16,32501,15450,15454,0,166003,1,0.26353459645510985,1.9834614915171487
25,156363,643,0,3,109252,60,6626,0.25,0.509,0,3,0,5,2,63191,18779,105018,4,598675,1,0.698703026272032,0.5783914400519894
21,61977,759,0,0,52642,120,2808,0.191,0.544,0,4,0,20,0,19925,17422,51508,0,149194,1,0.8493659040304624,0.3784928670478506
40,36548,736,0,0,76087,12,592,0.635,0.194,0,2,0,14,20,24242,8813,88582,18,34661,1,2.0817806232728664,0.31860477342025023
56,50079,520,0,1,104310,24,386,0.091,0.092,0,3,0,19,19,2592,5475,199804,21,-56175,0,2.0828674121405752,0.02484876954491856
36,30635,532,2,4,63266,12,1101,0.709,0.431,0,4,0,25,11,12193,4001,43573,13,15681,0,2.0650868259563913,0.1927229045157823
65,54680,715,0,3,20564,72,1103,0.419,0.242,0,3,0,20,17,12950,1693,18973,14,165080,1,0.3760721274300031,0.6297106734743496
67,76244,613,0,1,53171,60,503,0.568,0.079,0,1,0,25,42,957,11409,21931,8,51634,0,0.6973703193652043,0.0179981945384789
48,38318,644,0,3,26840,12,1131,0.13,0.354,0,0,0,39,16,30657,10504,37110,8,90452,0,0.700435815130875,1.1421705599642338
39,10638,709,0,3,11049,72,148,0.317,0.167,0,1,0,6,18,984,3159,9394,8,27829,1,1.038537456527869,0.0890497737556561
20,62220,737,1,0,28550,36,494,0.05,0.095,0,1,0,28,1,31702,13386,55048,0,91965,1,0.4588482988058694,1.11036391019579
65,42159,548,0,3,68332,84,1224,0.211,0.348,0,0,0,17,29,2994,4616,85710,13,40147,0,1.6207779886148008,0.04381484787730672
69,37222,460,0,4,6913,36,1008,0.204,0.325,0,2,0,41,29,28833,10171,10289,13,75993,0,0.18571850737447276,4.170234307202777
43,37062,649,1,1,15048,12,1623,0.367,0.525,0,1,0,39,15,4675,593,15002,11,40130,0,0.4060113860184011,0.31065187055618315
47,66179,583,0,1,103174,24,1056,0.35,0.191,0,1,1,9,24,10866,5835,195721,6,47376,0,1.5589906316107585,0.105316210322268
61,44180,665,0,3,29227,60,1721,0.175,0.467,1,3,0,36,36,22616,8631,47509,12,42896,0,0.6615287114370431,0.7737785684959628
58,86268,652,0,4,50649,48,3306,0.368,0.46,0,2,0,8,20,35213,7287,69297,16,285956,0,0.5871054492343716,0.6952221125370187
25,87223,572,1,0,160666,120,3189,0.122,0.439,0,1,1,14,6,6239,10279,160209,3,70686,0,1.8419930294414382,0.03883186964342398
56,47319,847,0,0,33518,36,2046,0.38,0.519,0,1,0,17,34,22101,13433,44092,15,67964,1,0.7083262890955199,0.6593573793967601
71,41754,661,2,4,38611,12,1662,0.359,0.478,0,3,1,24,21,28201,6590,48122,3,109659,0,0.924703628307987,0.730368797265099
61,57748,608,0,1,68588,84,1974,0.686,0.41,0,2,0,20,24,41347,16470,68417,13,89113,0,1.1876915617586452,0.6028226100395107
45,50377,669,0,1,42422,120,601,0.359,0.143,0,4,1,14,16,29054,12844,82236,7,94601,1,0.8420739211560602,0.6848643424557433
48,22555,707,0,2,25850,48,852,0.162,0.453,0,1,0,6,9,4510,5573,36006,10,81379,0,1.146036531299876,0.1744613361185254
33,141075,603,0,0,212857,120,6131,0.014,0.522,1,0,0,44,9,116743,756,248069,12,-17323,0,1.5088108537242337,0.5484548384368922
56,77432,850,0,0,41886,24,776,0.296,0.12,0,0,0,8,30,35685,12914,41601,3,193145,1,0.5409321607066755,0.8519349678897987
32,42970,522,0,0,60501,24,422,0.319,0.118,0,3,0,5,6,19447,85,117355,4,-50458,0,1.407949547369156,0.3214273908300552
37,20781,529,0,3,42045,24,612,0.109,0.353,0,0,1,20,13,8602,5069,32475,15,59701,0,2.023145029352324,0.20458545402654235
33,49502,516,0,4,24650,12,362,0.266,0.088,0,1,1,30,14,5439,13168,8183,10,211436,0,0.4979496192149971,0.2206401363027869
37,40376,660,0,0,24159,36,1477,0.325,0.439,0,3,0,18,8,22727,7896,8446,6,166106,0,0.5983356861579612,0.9406870860927152
39,52560,702,2,3,55588,24,399,0.05,0.091,0,2,0,48,11,36537,2990,39871,10,98387,1,1.0575902284964136,0.6572703232653943
22,18362,630,0,4,25587,12,841,0.304,0.55,1,2,0,41,2,7622,430,9514,4,20491,0,1.3933997712792028,0.2978740034391121
59,42782,702,0,2,39483,120,563,0.592,0.158,0,3,0,5,23,19082,7200,33644,4,54996,1,0.9228665591473248,0.48328436835173744
43,44105,701,1,4,82516,48,1564,0.206,0.426,0,2,0,48,12,873,12375,87231,21,24491,1,1.8708565728018864,0.010579638135172147
73,49210,627,0,0,6291,120,642,0.17,0.157,0,0,0,5,25,31,8234,11755,18,106935,0,0.12783727215459958,0.004926891290527654
28,48141,698,0,3,73710,84,357,0.212,0.089,0,1,0,14,5,10279,4452,87616,8,11667,1,1.5310955091188567,0.13945001424482098
56,55610,642,0,4,95498,24,256,0.535,0.055,0,2,0,1,34,46790,6331,131015,15,147823,0,1.7172501843160526,0.4899527743746008
28,115912,623,0,1,147026,120,4307,0.285,0.446,0,1,0,26,3,66801,28033,125098,1,282370,0,1.2684168298637772,0.45434512028402946
49,41877,615,0,3,68467,72,1711,0.353,0.49,0,0,1,48,22,24366,4324,73090,7,133551,0,1.6349157075314007,0.35587427703452706
46,34352,680,0,2,55104,120,273,0.402,0.095,0,2,0,23,22,23479,1439,76269,20,26893,1,1.6040520478560825,0.4260774884311768
44,22841,769,0,1,46423,36,229,0.433,0.12,0,0,0,18,13,17980,6568,72347,8,-9434,1,2.03235268365292,0.3872996725831466
55,41958,551,0,1,48514,60,1194,0.667,0.341,0,3,0,18,33,11976,11389,59753,10,86274,0,1.1562239328868658,0.246851489230135
66,26886,616,2,0,32517,36,205,0.128,0.091,0,1,0,34,29,6319,4410,21524,11,55720,0,1.2093948748465801,0.1943231441048035
36,87557,674,0,3,164323,72,3850,0.249,0.528,0,3,0,34,8,50061,14807,270307,17,-27788,1,1.8767331368921172,0.30464813417394904
67,51634,818,2,1,58811,72,978,0.221,0.227,0,3,0,45,47,42968,5732,102467,24,191206,1,1.1389755011135858,0.7305991974426987
28,86658,698,0,0,112188,60,883,0.266,0.122,0,3,0,10,5,67003,16610,131185,5,158217,1,1.294591444627794,0.5972332403355053
34,112741,586,0,3,235606,60,2827,0.527,0.301,0,2,0,11,9,84338,16050,177393,13,458549,0,2.08978020613436,0.3579605020224357
36,35153,576,0,3,17191,48,821,0.372,0.28,0,0,0,33,17,4112,7530,26164,16,74120,0,0.48901974170791374,0.2391810144253141
73,45538,748,2,4,60593,60,1537,0.4,0.405,0,0,0,29,40,866,8563,29554,8,198354,0,1.3305737938909505,0.014291844076971318
24,105434,631,0,2,58409,60,1867,0.308,0.212,0,3,0,46,5,49740,27578,89373,5,63495,0,0.5539811258121117,0.8515665125834617
40,59552,549,0,3,114276,12,1685,0.216,0.34,0,1,0,16,21,5514,2138,38772,10,160167,0,1.9188957735126695,0.048251179152410374
42,70316,751,0,0,129990,120,2722,0.571,0.465,0,0,0,38,19,57422,8550,141746,19,-25145,0,1.8486283544519817,0.44173827418821304
64,90806,687,0,1,178186,120,2765,0.288,0.365,1,0,0,36,19,55456,3732,271919,21,-132619,0,1.9622496063078838,0.3112236021707532
46,84817,552,1,1,109512,48,1015,0.228,0.144,0,3,0,41,18,50764,8926,188301,0,94008,0,1.2911410313848475,0.46354314099695926
74,66514,539,0,0,121683,60,456,0.081,0.082,1,4,0,19,43,5526,19843,93367,2,-10939,0,1.8294069006990905,0.045412708326484995
60,108899,464,0,0,120810,60,2368,0.565,0.261,0,3,0,45,37,22125,2110,226054,11,-16595,0,1.109366391184573,0.18313729710042959
